,date,title,press,contents,link
44,2023.04.18.,[하루만보 하루천자]대통령이 걷고 쉬던 곳…청와대·청남대 바뀐다,아시아경제,청와대일원에는 35그루의 대통령 기념식수를 포함해 5만여 그루의 나무와 꽃이 있다. 오는 20일 오후 4시 장애인의 날을 맞아 춘추관에서는 시각장애인오케스트라 공연이 열린다. 이전에는 한정된 장소에 소수의...,https://view.asiae.co.kr/article/2023041713313657785
45,2023.04.10.,'도청'에 뚫린 대통령실…'용산' 이전이 독이었나,노컷뉴스언론사 선정,"이전 전부터 제기됐던 도감청 우려가 현실화한 것""이라며 ""청와대는 뒤에 북악산이 있고 양 옆이 막혀있지만, 용산 대통령실은 사방이 뚫려 있는 구조""라고 지적했다. 이어 ""대통령실에서 보안을 위한 상식적인 대응을...",https://www.nocutnews.co.kr/news/5925122
46,2023.04.11.,국민 일상 속으로 더 가까워진 청와대,kbc광주방송언론사 선정,"5월 어린이날 행사와 같이 청와대에서 연례적으로 열렸던 행사도 달라집니다. 개방 이전에는 한정된 장소에 소수의 어린이들만 초청하여 진행했지만, 이번에는 대정원, 녹지원, 헬기장 등 전역에서 전통 의장과 군악 공연...",http://www.ikbc.co.kr/article/view/kbc202304110018
47,2023.04.12.,"野 ""용산 이전이 부른 보안사고"".. 與 ""확대 재생산… 사실확인부터""",파이낸셜뉴스언론사 선정,"이에 여당 간사인 국민의힘 김석기 의원은 ""자꾸 대통령실 이전을 갖다 붙이는데 용산 대통령실은 군사 시설로 과거 청와대보다도 훨씬 뛰어난 도감청 방지 시스템을 구축해 운영 중에 있다고 발표했다""며 ""대통령실은...",http://www.fnnews.com/news/202304121809044347
48,2023.04.10.,재소환된 ‘대통령실 졸속 이전’ 논란···“도청 가능성” 여야 모두 경고...,경향신문언론사 선정,민주노총은 “청와대에서 용산으로 대통령실을 이전하는 과정에서 보안에 필요한 제반 여건을 점검·보완·완비하지 못하고 나라의 가장 내밀한 부분을 그대로 노출한 안일과 무능의 결과”라며 “미 정보기관의 불법...,https://www.khan.co.kr/politics/president/article/202304101645001
49,2023.04.11.,[최강시사] 신원식 “대통령실 보안? 더 잘됐다…청와대는 분산돼 취약”,KBS,물밑으로 협의 진행될 것 - 주권 침해 요소 있다면 정부가 문제 제기할 것 - 대통령실 이전 탓? 청와대는 분산돼 있어 취약 - 이전하며 통합 보안 시스템 완성...“더 잘 됐다” ■ 인터뷰 자료의 저작권은 KBS 라디오에...,https://news.kbs.co.kr/news/view.do?ncd=7648093&ref=A
50,2023.04.11.,"""청와대 보다 철통 보안"" 미 도청 의혹에 대통령실 반응",인천일보,"대통령실에 따르면 ""용산 대통령실은 군사시설로, 과거 청와대보다 훨씬 강화된 도·감청 방지 시스템을... 대통령실 이전'으로 도·감청이 이뤄졌다는 식의 허위 네거티브 의혹을 제기해 국민을 선동하기에 급급하다""며...",http://www.incheonilbo.com/news/articleView.html?idxno=1189378
51,2023.04.11.,"'美 도청"" 의혹…정부""외교 자해행위""vs민""용산이전 졸속",전남일보,"박 원내대표는 “대통령실을 용산으로 이전하느라 도감청에 취약해진 것 아니냐는 지적에 대통령실은 ‘도감청이 더 어렵다’, ‘청와대보다 더 안전하다’, ‘보안문제는 이전 당시부터 완벽히 준비했다’고 주장했다”...",http://www.jnilbo.com/70181446774
52,2023.04.11.,"대통령실 ""'용산 이전→보안 문제' 주장, 정치적 공세""",미디어펜,"대통령실 핵심 관계자는 이날 기자들을 만나 ""일부에서 청와대를 용산으로 이전했기 때문에 어떤 안보 체계에 우려가 생긴 거 아니야 하고 우려를 제기하는 것도 있지만""이라고 운을 띄우며 ""청와대에서 용산으로 넘어왔기...",http://www.mediapen.com/news/view/809081
53,2023.04.12.,어린이에게 돌려준 '지방청와대'.. 이제 와서 없던 일로? 왜?,JIBS언론사 선정,"도서관을 이전 하는 계획이 추진되는 것으로 변경됐다""며, ""신제주 초등학교 등 인근 지역주민들이... 이에 제주자치도는 ""꿈바당도서관 이전과 한라도서관과 통합 운영 계획은 검토되고 있지만 확정된 계획은 아니""라고...",http://www.jibs.co.kr/news/articles/articlesDetail/29809?feed=na
54,2023.04.12.,"국회 외통위, 대통령실 용산 이전 보안-증인·참고인 두고 충돌",뉴스1,"이에 대해 여당 간사인 김석기 국민의힘 의원은 ""한미 양국 국방장관이 분명히 해당 문건 상당수가 날조됐다고 발표했다""며 ""자꾸 대통령실 이전을 갖다가 거는 데 용산 대통령실은 군사시설이었고 과거 청와대보다 훨씬...",https://www.news1.kr/articles/5013397
55,2023.04.10.,"대통령실, 美 도감청 의혹에 ""청와대보다 용산이 훨씬 보안 탄탄""[도청문건 파...",프레시안언론사 선정,"이어 이번 도감청이 충분한 보안시스템 점검 없이 청와대에서 용산으로 대통령 집무실을 이전한 결정과 관련 있다는 더불어민주당 측의 주장에 대해 이 관계자는 ""보안이나 안전 부분은 청와대보다 용산이 훨씬 더...",https://www.pressian.com/pages/articles/2023041016252572682?utm_source=naver&utm_medium=search
56,2023.04.11.,용산 이전 때 여야 모두 ‘도청’ 경고…우려가 현실 됐다[미국 도청 파문],경향신문언론사 선정,민주노총은 “청와대에서 용산으로 대통령실을 이전하는 과정에서 보안에 필요한 제반 여건을 점검·보완·완비하지 못하고 나라의 가장 내밀한 부분을 그대로 노출한 안일과 무능의 결과”라며 “미 정보기관의 불법...,https://www.khan.co.kr/national/national-general/article/202304110600005
57,2023.04.11.,"[뉴스외전 정치 맞수다] ""집무실 졸속 이전 탓""‥""청와대보다 감청 어려워""",MBC,"장성철 ""감청문제와 국빈방문 이슈를 엮지 말아야..감청 있었다면 심각"" ""집무실 졸속 이전 탓""‥""청와대보다 감청 어려워"" 윤재관 ""미군 주둔지 인접에 새 집무실 국익에 부합하나?"" 대통령실 ""동맹 흔드는 세력, 국민저항...",https://imnews.imbc.com/replay/2023/nw1400/article/6472984_36177.html
58,2023.04.13.,"민주, ‘천공개입’ 기정사실화... “재집권하면 청와대로 돌아갈 것”",조선일보언론사 선정,‘대통령실 용산이전 비판’ 토론회 가짜뉴스 제기한 당사자 참석 “신정일치 사회임이 드러났다”... 시 청와대로 다시 들어가야 한다”고 했다. 이날 토론회에서는 대통령실을 세종시로 옮겨야 한다는 주장도 나왔다....,https://www.chosun.com/politics/politics_general/2023/04/13/7ANUFFYG5VA4BLNE2CSURLRD7U/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news
59,2023.04.10.,"野 ""미 감청, 대통령실 졸속 이전 탓"" vs 與 ""사실 확인 먼저""",더팩트언론사 선정,"대통령실은 야당의 공세에 ""NSC의 보안이나 안전은 청와대보다 용산이 더 탄탄하다""고 반박했다. 대통령실 관계자는 이날 오후 기자들과 만나 ""청사의 보안 문제는 이전해 올 때부터 완벽하게 준비했고, 정기적으로...",http://news.tf.co.kr/read/ptoday/2010781.htm
60,2023.04.11.,민주당 “졸속 이전 대통령실 멀쩡한 곳 없어”…미국 도감청 의혹 파문,부산일보언론사 선정,졸속 이전’과 연계해 대여 공세를 강화했다. 민주당 박홍근 원내대표는 이날 원내대책회의에서 “정부가... 박 원내대표는 대통령실이 '용산 청사 보안은 청와대보다 탄탄하다'고 주장한 것을 두고도 “그런데 왜 북한...,https://www.busan.com/view/busan/view.php?code=2023041118371425160
61,2023.04.11.,"靑→용산 이전으로 美가 도‧감청? 대통령실 “민주당 거짓 의혹 제기, 한미동...",더퍼블릭,"미국 정보기관이 한국 국가안보실 등을 도‧감청 했다는 의혹이 미 언론을 통해 제기되자, 더불어민주당이 대통령 집무실을 청와대에서 용산으로 이전함에 따라 도‧감청이 이뤄진 보안 사고란 취지의 비판을 쏟아내고...",https://thepublic.kr/news/view/1065578020316739
62,2023.04.11.,"""집무실 이전 탓"" vs ""정치공세""…여야, 美 감청 의혹 공방(종합)",뉴스1,"야당은 대통령실 이전으로 보안이 취약해졌다고 지적하며 대통령실에 진상규명을 압박했다. 반면, 야권의... 들어왔다""며 ""과거 청와대는 몇 십년 동안 정부가 바뀔 때마다 시설을 보완해서 여러가지 확인할 수 없는 벽을 다...",https://www.news1.kr/articles/5011651
63,2023.04.11.,"이진복 정무수석 ""靑 이전 때문? 용산이 도·감청 훨씬 어려워""",YTN,대통령실은 청와대의 용산 이전도 감청의 원인일 수 있다는 야당의 주장을 적극적으로 반박했습니다. 이진복 정무수석은 사실관계 확인 전까지는 신중해야 한다면서도 청와대보다 용산 청사가 도·감청이 훨씬 어렵다고...,https://www.ytn.co.kr/_ln/0101_202304110648265817
64,2023.03.27.,"민주 ""尹정부, 꼼수로 산은 본점 지방 이전 강행""",뉴시스,"그는 ""산은 이전이 멀쩡한 청와대를 두고 대통령실 이전을 밀어붙이던 것과 뭐가 다른가""라며 ""대선 전리품 나눠먹기를 위한 막무가내식 이전은 용납 못한다""고 했다. 또 ""윤석열 정부는 부산 이전 당위성과 합리적 근거를...",http://www.newsis.com/view/?id=NISX20230327_0002242560&cID=10301&pID=10300
