,date,title,press,contents,link
120,2023.03.27.,서강대 마포구 중장년 기술창업센터 신규 입주기업 모집,한국대학신문,서강대학교(총장 심종혁) 창업지원단과 창업진흥원·마포구청이 공동 운영하는 '마포구 중장년 기술창업센터'에서 2023년 1차 신규 입주기업을 오는 4월 10일까지 모집한다. 마포구 중장년 기술창업센터는 만 40세 이상의...,https://news.unn.net/news/articleView.html?idxno=543975
121,2023.04.12.,[더벨][이사회 분석]김형일 기은 전무 이사회 입성…사외이사 선임 완료,더벨,"1950년생인 이 이사는 서울대 경제학과를 졸업해 윌리엄스대에서 개발경제학과 석사, 서강대 대학원 경영학과 박사 학위를 받았다. 1973년 제14회 행정고시에 합격해 공직에 몸담은 그는 주로 재정경제부에서 심의관으로...",https://www.thebell.co.kr/free/content/ArticleView.asp?key=202304111336271560105769
122,2023.03.30.,"서강대학교, 2023년 한국언론진흥재단 ‘미디어리터러시 프로그램’ 지원사업...",베타뉴스,©서강대학교 서강대학교(총장 심종혁) 지식융합미디어대학 SSK연구단(연구책임자 조재희 교수) 레메디아(ReMedia 미디어 정신건강 치유 연구단)가 지난 24일 2023년 한국언론진흥재단 대학·지역사회 연계 미디어리터러시...,http://www.betanews.net:8080/article/1402556.html
123,2023.04.01.,[입시톡톡] 2024학년도 주요대학 수시모집 달라지는 입시 포인트 ④서강대,한국대학신문,"최승후 대화고 교사 서강대는 학생부종합전형인 '학생부종합(일반)전형'에서 전년도보다 42명 감소한... 서강대에서 발표한 2023학년도 학생부종합전형 경쟁률을 살펴보면, 일반전형은 최초 경쟁률이 14.55대...",https://news.unn.net/news/articleView.html?idxno=544295
124,2023.03.29.,"위믹스 재단, 투자심의위원회 구성 완료…과반 찬성해야 투자 승인",워크투데이,어바인대학교 총장 ▲현대원 서강대 메타버스 대학원장까지 총 5인으로 구성됐다. 임기는 2023년 4월 1일부터 총 1년간이며 연임도 가능하다. 초대 위원장에는 위메이드 장현국 대표이사가 선임됐다. WAIT 프로토콜...,http://www.worktoday.co.kr/news/articleView.html?idxno=33933
125,2023.03.27.,"[이훈복의 입시가이드] 2024학년도 수시 모집, 대학별 변경 사항 챙기는 것부...",조선에듀,"(의과대학 제외)’로 변경했고, 서강대는 ‘국어?수학?영어?탐구(1과목) 중 3개 영역 등급 합 6 이내’에서 ‘국어?수학?영어?탐구(1과목) 중 3개 과목 각 3등급 이내’로 수능 최저학력기준이 낮아졌다. 성균관대는...",https://edu.chosun.com/site/data/html_dir/2023/03/27/2023032701019.html
126,2023.04.07.,"이상근 서강대 교수 ""향후 가상자산 거래소 토큰증권 중개불가...증권사 비교...",토큰포스트,"이상근 서강대 경영학과 교수는 7일 국회의원회관 제1세미나실에서 열린 '토큰증권, 미래에 가져올 변화는?' 토론회에서 이같이 내다봤다. 사진 = 이상근 서강대 경영학과 교수가 'STO가 가져올 미래 금융환경의 변화는?'을...",https://www.tokenpost.kr/article-128621
127,2023.03.31.,"서강대, ㈜엠블럭과 웹3.0 디지털 지갑 확산 위한 산학협력 업무협약 체결",스마트경제,"심종혁 서강대 총장은 ""이제 시작 단계인 웹3.0 기술이 서강대에서 개발돼 대학과 교육에 널리 활용되기를 희망한다""라며 ""오늘 협약을 통해 디지털 지갑이 활성화되는 웹3.0 생태계를 함께 만들어 나가기 위해...",https://www.dailysmart.co.kr/news/articleView.html?idxno=71008
128,2023.03.28.,"서강대, 보건의료분야 역량 강화에 나선다",대학저널,"그동안 서강대는 의과대학 부재로 인해 의료 관련 교육과 연구 확산의 한계가 있었다. 이에 따라 서강대는 보건의료 기획위원회를 구성해 국내외 의료기관과 협력을 추진하고 있었으며, 그 활동의 일환으로 이같은...",http://dhnews.co.kr/news/view/1065579870209781
129,2023.04.03.,"코드프레소, 인도네시아 사나타다르마대학교와 공동 세미나 개최",아이티비즈,"사나타다르마대학교는 인도네시아 예수회가 운영하는 지역 대표 사립대학이다. 지난 1955년 개교 이후... 국민대학교, 서강대학교 등 다수의 정부기관 및 대학교 등에 교육을 진행하였으며, 현재까지 약 2만여 명...",http://www.it-b.co.kr/news/articleView.html?idxno=67098
130,2023.04.03.,"코드프레소, 인도네시아 사나타다르마대학교와 공동 세미나 개최",아이티비즈,"사나타다르마대학교는 인도네시아 예수회가 운영하는 지역 대표 사립대학이다. 지난 1955년 개교 이후... 국민대학교, 서강대학교 등 다수의 정부기관 및 대학교 등에 교육을 진행하였으며, 현재까지 약 2만여 명...",http://www.it-b.co.kr/news/articleView.html?idxno=67098
131,2023.03.28.,"서강대, 마포구 중장년 기술창업센터 신규 업주기업 모집",대학저널,"서강대학교 창업지원단과 창업진흥원, 마포구가 공동 운영하는 마포구 중장년 기술창업센터는 2023년 1차 신규 입주기업을 오는 4월 10일까지 모집한다고 27일 밝혔다. 만 40세 이상의 예비(기술)창업자라면 누구나...",http://dhnews.co.kr/news/view/1065577475608123
132,2023.03.30.,"서강대, 2023년 한국언론진흥재단 대학·지역사회 연계 미디어리터러시 프로그...",스마트경제,서강대학교 지식융합미디어대학 SSK연구단 레메디아(ReMedia: 미디어 정신건강 치유 연구단)가 2023년 한국언론진흥재단 대학·지역사회 연계 미디어리터러시 프로그램 지원사업에 선정됐다. 미디어리터러시란 미디어를...,https://www.dailysmart.co.kr/news/articleView.html?idxno=70946
133,2023.04.04.,"이상복 서강대 법학전문대학원 교수, 실무 반영한 '신용협동조합법' 출간",팍스경제TV,"미국 스탠퍼드 로스쿨 방문학자, 숭실대학교 법과대학 교수를 거쳐 서강대학교에 자리 잡았습니다. 서강대학교 금융법센터장, 서강대학교 법학부 학장 및 법학전문대학원 원장을 역임하고 재정경제부...",http://www.paxetv.com/news/articleView.html?idxno=172507
134,2023.03.29.,"[초거대 AI 포럼] 박수용 서강대 교수 ""데이터 주인인 이용자 소외...AI+웹 3...",아주경제,com 박수용 서강대학교 컴퓨터공학과 교수가 29일 오후 서울 영등포구 여의도 글래드호텔에서 열린 '2023... 박 교수는 제자들과 함께 대학에서부터 AI와 웹 3.0을 연결하는 실험을 시작할 계획이다. 학부생이 4년에 걸쳐...,https://www.ajunews.com/view/20230329203557360
135,18시간 전,이우현 OCI홀딩스 회장 취임…3세 경영 본격화,한경비즈니스언론사 선정,"서강대 화학공학과를 나와 미국 펜실베이니아대 와튼스쿨에서 금융·마케팅 분야 경영학 석사학위를 취득했다. 2005년 OCI에 합류해 전략기획본부, 사업총괄부사장(CMO), 사장 등 요직을 거쳐 2019년 3월 OCI 부회장에...",https://magazine.hankyung.com/business/article/202304251415b
136,2023.04.04.,"[에듀플러스 이공계 기획]<1>대기업 연계 반도체 계약학과, 정원 급증…합격점...",전자신문,"작년에 신설된 3개 대학 수시모집 평균 경쟁률은 15.9대 1이다. 서강대 시스템반도체공학과 37.5대 1, 한양대 반도체공학과 12.4대 1, 포스텍 반도체공학과 7.2대 1로 나타났다. 이는 설치 대학이 늘면서 지원자가...",https://www.etnews.com/20230404000037
137,3시간 전,"[ESG어워드 심사평] ""ESG 경영 중요성 날로 커져… 기업가치 핵심 요소로 부상...",머니S언론사 선정,정유신 서강대 기술경영대학원장 겸 디지털경제금융연구원장 기업의 ESG(환경·사회책임·지배구조) 경영이 거스를 수 없는 핵심 아젠다로 떠올랐다. 국내 금융회사는 전세계 국가들이 약속한 '2050 탄소중립' 목표를...,http://moneys.mt.co.kr/news/mwView.php?no=2023042116151858457
138,2023.04.09.,2023 일산파주지역 대입 수시 합격자 인터뷰 - 고려대학교 보건정책관리학부 ...,내일신문,"“수험생활은 자기 자신을 위한 시간, 후회 남지 않도록 보내길” 일산파주 내일신문은 2023학년도 대학입시... 중앙대학교 공공인재학부(학교추천), 서강대학교 지식융합미디어학부(학교추천)에 지원했고, 이중 고려대...",http://www.naeil.com/news_view/?id_art=457047
139,18시간 전,"OCI 이우현 부회장, 신설 OCI홀딩스 회장 선임",머니투데이,이 신임 회장은 1992년 서강대 화학공학과를 졸업한 뒤 미국 펜실베이니아 대학교 와튼스쿨에서 MBA를 수료했다. 2001년까지 크레디트스위스퍼스트보스톤(CSFB)에서 근무했다. CSFB홍콩 사장직을 지낸 그는 2005년 OCI...,http://news.mt.co.kr/mtview.php?no=2023042513204132154
140,2023.03.29.,"서강대, 미국 에모리대·조지아공대와 ‘바이오의공학’ MOU",가톨릭평화방송·평화신문,서강대 산학협력단은 3월 21일 미국 에모리대학ㆍ조지아공과대학과 바이오의공학 분야 공동연구 및 교육을 위한 양해각서를 체결했다. 이번 삼자 간 협약을 통해 바이오의공학분야 연구와 교육과정을 획기적으로...,https://news.cpbc.co.kr/article/849436?division=NAVER
141,1시간 전,"[단독] JMS 정명석…대학도서관들, ‘성폭력 교주’ 시집·수기 버젓이",한겨레언론사 선정,"가 서울 10개 대학(경희·고려·서강·서울·성균관·시립·연세·중앙·한국외·한양대) 도서관의 소장도서... 서강대는 정명석의 책 6종을, 서울대와 시립대는 &lt;사랑과 평화다&gt; 1종을 비치하고 있었다. 동덕·덕성·서울...",https://www.hani.co.kr/arti/culture/book/1089399.html
142,3시간 전,"[2023 ESG어워드] 글로벌 투자 규범 ESG, 금융리더가 이끈다",머니S언론사 선정,"빅데이터·인공지능(AI) 기반 ESG 평가기관인 후즈굿과 함께 정유신 서강대 기술경영대학원장(심사위원장), 김성주 금융감독원 감독총괄국 ESG금융연구팀장, 윤덕찬 후즈굿 대표, 원종현 국민연금...",http://moneys.mt.co.kr/news/mwView.php?no=2023042508473225824
143,16시간 전,`마지막 개성상인` 손자 OCI홀딩스 이끈다,디지털타임스,"가업을 잇기 위해 서강대학교 화학공학을 전공하고, 미국 펜실베니아 와튼스쿨 MBA를 밟았다. 이후 동양제철화학(현 OCI)의 전무로 입사해 경영수업을 본격화한 것은 2005년이다. 18년 만에 회장에 취임한 것이다. 이...",http://www.dt.co.kr/contents.html?article_no=2023042502109932049006&ref=naver
144,2023.03.28.,[2024 3월학평] 수학 1등급 미적+기하 99.3% '싹쓸이'.. 극단적 '수학 한 줄 ...,베리타스알파,"다만, 고대 성대 서강대 홍익대 등 일부 대학이 수능최저를 완화하면서 전년 대비 수능최저 충족률이 소폭 상승한 결과로 이어질 것이란 분석이다. 연구회 관계자는 ""표점이 낮게 산출되면서 등급이 낮아진 화작...",http://www.veritas-a.com/news/articleView.html?idxno=451315
145,2023.03.22.,서강대 보건의료분야 국제협력 통해 바이오공학 연구/교육역량 강화,베리타스알파,"협약을 위해 서강대에 방문한 에모리대학-조지아 공대의 조한중 교수는 ""서강대의 바이오의공학에 대한 적극적인 관심에 지난 20년간 바이오의공학과를 운영하면서 얻은 학과 커리큘럼과 교원 파견 및 국제공동연구를...",http://www.veritas-a.com/news/articleView.html?idxno=450673
146,2023.03.20.,포스텍/서강대 공동연구팀 층상 전하 고분자 통한 안정한 고용량 음극활물질 ...,베리타스알파,최근 포스텍과 서강대 공동연구팀이 지금보다 10배 이상의 용량을 내는 실리콘 음극활물질을 개발했다. 포스텍은 화학과 박수진 교수/신소재공학과 김연수 교수 연구팀이 서강대 화공생명공학과 류재건 교수 연구팀과...,http://www.veritas-a.com/news/articleView.html?idxno=450408
147,20시간 전,"윤석열 외교참사의 배경, '문재인 콤플렉스'",오마이뉴스언론사 선정,"박호성 서강대 정치학과 명예교수 무식하면서도 특히 부지런하고 소신이 뚜렷하고 남의 말을 잘 듣지 않는 사람이 있다면, 그런 인물은 매사에 위험하다. 정치인이라면 더 말할 나위도 없다. 현 정부에는 윤 대통령을...",https://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002921991&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news
148,2023.03.14.,현대건설 서강대 메타버스전문대학원에 NFT판매 수익금 전액 기부,베리타스알파,현대건설은 창립75주년 기념으로 한정 발행한 NFT의 판매 수익금 전액을 13일 서강대 메타버스대학원에 기부했다. 기부한 금액(총 31만3000클레이)은 메타버스 연구 지원 및 인력 양성을 위해 사용될 예정이다. 기부에 앞서...,http://www.veritas-a.com/news/articleView.html?idxno=449873
149,2023.03.13.,서강대 '종이 없는 연구과제 관리 시스템' 전면실시,베리타스알파,서강대가 대학 내 연구과제 행정 처리 시 실물 종이 없이 온라인 파일만으로 진행하는 '서강 페이퍼리스 1.0 시스템'을 도입한다. 이는 환경과 지역사회와의 지속적인 협력을 추구하는 ESG(지속 가능 경영)의 일환으로...,http://www.veritas-a.com/news/articleView.html?idxno=449695
150,2023.03.14.,"현대건설, 메타버스 고도화 위해 서강대와 협력 강화",MTN,최재범 현대건설 개발사업부 전무(왼쪽)과 현대원 서강대 메타버스전문대학원장이 지난 7일 메타버스산업 고도화 등을 위한 MOU를 체결한 후 기념촬영을 하고 있다. 사진=현대건설현대건설이 메타버스산업 고도화 지원...,https://news.mtn.co.kr/news-detail/2023031409231653773
151,2023.03.13.,서강대 '종이 없는 연구과제 관리 시스템' 전면실시,베리타스알파,서강대가 대학 내 연구과제 행정 처리 시 실물 종이 없이 온라인 파일만으로 진행하는 '서강 페이퍼리스 1.0 시스템'을 도입한다. 이는 환경과 지역사회와의 지속적인 협력을 추구하는 ESG(지속 가능 경영)의 일환으로...,http://www.veritas-a.com/news/articleView.html?idxno=449695
152,3시간 전,"역대 정부 모두 실패한 '지방대 정책'...""1인당 교육비 서울대 수준으로 높여...",한국일보언론사 선정,"임희성 대학교육연구소 연구원, 정제영 이화여대 교수, 조상식 동국대 교수 ※글 싣는 순서 ①공정한 출발선은 가능한가 ②잠자는 교실 깨우려면 필요한 것들 ③위기의 대학, 재도약의 필수조건 ④실효성 있는 인재...",https://hankookilbo.com/News/Read/A2023042216390002407?did=NA
153,2023.03.10.,서강대 철우만레사 인성교육원 군 가족사랑 인성캠프 개최,베리타스알파,"서강대는 철우만레사 인성교육원이 지난달 28일 수도기계화보병사단(맹호부대)과 함께 '軍 가족사랑 인성캠프'를 개최했다고 10일 밝혔다. '軍 가족사랑 인성캠프'는 지역사회 연계 활성화 프로그램으로, 서강대...",http://www.veritas-a.com/news/articleView.html?idxno=449569
154,2023.03.09.,[로스쿨] 서강대 로스쿨 올 신입생 44명 중 16명이 서울대 출신,리걸타임즈,"서강대 법학전문대학원도 최근 2023학년도 신입생 선발 결과를 공지했다. 모두 44명의 올 신입생 중 서울대 출신이 16명으로 가장 많았으며, 그다음은 연세대와 고려대에서 똑같이 7명의 합격자를 냈으며. 경찰대 출신도...",http://www.legaltimes.co.kr/news/articleView.html?idxno=71406
155,2023.03.07.,서강대-한국팹리스산업협회 '시스템반도체분야 전문인력 양성/산학협력' 관련...,베리타스알파,"서강대가 한국팹리스산업협회와 6일, 서강대 본관에서 '시스템반도체분야 전문인력 양성 및 산학협력'을... 특히 전공 학부생 및 대학원생에게 전문 설계자(Expert) 교육 제공 비전공 학부생 및 고등학생 대상으로 단기...",http://www.veritas-a.com/news/articleView.html?idxno=449210
156,18시간 전,"OCI, 이우현 회장 선임",신소재경제신문,서강대 화학공학과를 졸업한 그는 크레디트 스위스 퍼스트 보스톤(CSFB) 홍콩 사장 등 금융권에서 활동하다가 지난 2005년 동양제철화학(現 OCI)의 전무로 입사했다. OCI는 이 회장의 취임과 더불어 연내 OCI 홀딩스의...,http://amenews.kr/news/view.php?idx=53435
157,7시간 전,[분수대] 86세대 퇴장 예감,중앙일보,"이철승 서강대 사회학과 교수는 86세대가 시민사회를 기반으로 기업, 국가 등을 포괄하는 네트워크를 구축함으로써 권력의 중심으로 들어왔다고 설명했다. “광범위한 그룹의 ‘문해 시민층’이 유사한 집합적...",https://www.joongang.co.kr/article/25157909
158,2023.04.17.,"인류세 논란, 지질학의 정체성을 인정해야",교수신문,교수신문이 마련한 인류세 특집의 마지막 회로 이덕환 본지 편집인이자 서강대 명예교수(화학... 이덕환 서강대 명예교수는 종말론적 인류세 논란이 아니라 환경에 미치는 영향을 최소화하는 미래 기술 개발을 강조했다....,http://www.kyosu.net/news/articleView.html?idxno=103535
159,2023.02.28.,서강대 화공생명공학과 문준혁 교수 연구팀 반도체 공정을 이용한 탄소 소재 ...,베리타스알파,"서강대는 화공생명공학과 문준혁 교수 연구팀이 고성능 반도체 공정을 이용하여 탄소 소재를 합성하는... 서강대 화공생명공학과 문준혁 교수는 ""반도체 공정 기술을 반도체 소자가 아닌 에너지 소재 합성에도 적용할...",http://www.veritas-a.com/news/articleView.html?idxno=448447
160,2023.03.14.,"현대건설·서강대, 메타버스 산업 고도화 `맞손`",디지털타임스,현대건설은 서강대 메타버스전문대학원과 실무협의체를 구성하고 가상융합공간 비즈니스 모델 도출 및 파일럿 프로젝트 실행에 착수한다고 14일 밝혔다. 양 기관은 지난 7일 고도화된 메타버스 플랫폼 구축과 서비스...,http://www.dt.co.kr/contents.html?article_no=2023031402109963075001&ref=naver
161,2023.03.13.,"서강대, '종이 없는 연구과제 관리 시스템' 전면 실시",전자신문,서강대가 대학 내 연구과제 행정 처리 시 실물 종이 없이 온라인 파일만으로 진행하는 '서강 페이퍼리스 1.0 시스템'을 도입한다. 이는 환경·사회·지배구조(ESG) 경영의 하나로 연구과제 행정처리 시 발생하는 종이를...,https://www.etnews.com/20230313000059
162,2023.03.07.,서강대-한국팹리스산업협회 '시스템반도체분야 전문인력 양성/산학협력' 관련...,베리타스알파,"서강대가 한국팹리스산업협회와 6일, 서강대 본관에서 '시스템반도체분야 전문인력 양성 및 산학협력'을... 특히 전공 학부생 및 대학원생에게 전문 설계자(Expert) 교육 제공 비전공 학부생 및 고등학생 대상으로 단기...",http://www.veritas-a.com/news/articleView.html?idxno=449210
163,18시간 전,"OCI, 이우현 회장 선임",신소재경제신문,서강대 화학공학과를 졸업한 그는 크레디트 스위스 퍼스트 보스톤(CSFB) 홍콩 사장 등 금융권에서 활동하다가 지난 2005년 동양제철화학(現 OCI)의 전무로 입사했다. OCI는 이 회장의 취임과 더불어 연내 OCI 홀딩스의...,http://amenews.kr/news/view.php?idx=53435
164,2023.03.10.,"서강대·수도기계화보병사단, 군 가족사랑 인성캠프 개최",뉴시스,"서강대 철우만레사 인성교육원은 지난달 28일 수도기계화보병사단(맹호부대)과 함께 '軍(군) 가족사랑 인성캠프'를 개최했다고 10일 밝혔다. '軍 가족사랑 인성캠프'는 지역사회 연계 활성화 프로그램으로, 서강대...",http://www.newsis.com/view/?id=NISX20230310_0002221473&cID=10201&pID=10200
165,7시간 전,[분수대] 86세대 퇴장 예감,중앙일보,"이철승 서강대 사회학과 교수는 86세대가 시민사회를 기반으로 기업, 국가 등을 포괄하는 네트워크를 구축함으로써 권력의 중심으로 들어왔다고 설명했다. “광범위한 그룹의 ‘문해 시민층’이 유사한 집합적...",https://www.joongang.co.kr/article/25157909
166,2023.04.17.,"인류세 논란, 지질학의 정체성을 인정해야",교수신문,교수신문이 마련한 인류세 특집의 마지막 회로 이덕환 본지 편집인이자 서강대 명예교수(화학... 이덕환 서강대 명예교수는 종말론적 인류세 논란이 아니라 환경에 미치는 영향을 최소화하는 미래 기술 개발을 강조했다....,http://www.kyosu.net/news/articleView.html?idxno=103535
167,2023.02.28.,서강대 화공생명공학과 문준혁 교수 연구팀 반도체 공정을 이용한 탄소 소재 ...,베리타스알파,"서강대는 화공생명공학과 문준혁 교수 연구팀이 고성능 반도체 공정을 이용하여 탄소 소재를 합성하는... 서강대 화공생명공학과 문준혁 교수는 ""반도체 공정 기술을 반도체 소자가 아닌 에너지 소재 합성에도 적용할...",http://www.veritas-a.com/news/articleView.html?idxno=448447
168,2023.03.14.,서강대 '종이없는 연구과제 관리 시스템' 전면실시,뉴시스,기사내용 요약 페이퍼리스 체계 구축 연구 환경 간소화 허서우 인턴 기자 = 서강대는 대학 내 연구과제 행정 처리 시 실물 종이 없이 온라인 파일만으로 진행하는 '서강 페이퍼리스 1.0 시스템'을 도입한다고 14일 밝혔다....,http://www.newsis.com/view/?id=NISX20230314_0002225578&cID=10201&pID=10200
169,2023.03.14.,"현대건설, 서강대 메타버스대학원에 NFT수익금 기부",시사오늘,현대건설은 창립 75주년을 기념해 한정 발행한 NFT 판매 수익금 전액을 서강대 메타버스전문대학원에 기부했다고 14일 밝혔다. 이번 기부금은 지난해 5월 현대건설이 샌드박스네트워크와 협업해 선보인 창립 75주년...,http://www.sisaon.co.kr/news/articleView.html?idxno=148291
170,2023.03.14.,서강대 '종이없는 연구과제 관리 시스템' 전면실시,뉴시스,기사내용 요약 페이퍼리스 체계 구축 연구 환경 간소화 허서우 인턴 기자 = 서강대는 대학 내 연구과제 행정 처리 시 실물 종이 없이 온라인 파일만으로 진행하는 '서강 페이퍼리스 1.0 시스템'을 도입한다고 14일 밝혔다....,http://www.newsis.com/view/?id=NISX20230314_0002225578&cID=10201&pID=10200
171,2023.03.14.,"현대건설, 서강대 메타버스대학원에 NFT수익금 기부",시사오늘,현대건설은 창립 75주년을 기념해 한정 발행한 NFT 판매 수익금 전액을 서강대 메타버스전문대학원에 기부했다고 14일 밝혔다. 이번 기부금은 지난해 5월 현대건설이 샌드박스네트워크와 협업해 선보인 창립 75주년...,http://www.sisaon.co.kr/news/articleView.html?idxno=148291
172,2023.02.24.,서강대 대학원 인도네시아 주요 대학과 대학원생 학술행사 공동 개최,베리타스알파,"서강대 대학원은 국제적 수준의 연구자를 육성하기 위해 다양한 대학원생 지원 사업을 추진하고 있으며, 향후 국제화 사업을 확장하여 국내외 우수 학문후속세대들의 교류를 활성화함으로써 세계적인...",http://www.veritas-a.com/news/articleView.html?idxno=448064
173,2023.03.28.,수능 최저 완화로 내신 등급 합격선 올라갈 수 있어,대학저널,"단, 고려대, 서강대, 서울시립대, 성균관대, 연세대 등과 같이 주요 과목만이 아니라 그 외 과목까지 반영하는 대학도 있다. 서강대의 경우 국수영사과 주요 과목을 반영했던 2023학년도와 달리 2024학년도에는 전 과목을...",https://dhnews.co.kr/news/view/1065575753118257
174,2023.02.22.,서강대 튀르키예/시리아 지진 긴급구호 모금 진행,베리타스알파,"대학은 학문적 우수성뿐 아니라 인류애를 바탕으로 사회에 공헌하는 지도적 시민을 양성하는 곳, 이재민들의 조속한 구호와 재건을 위한 구성원들의 자발적인 동참과 나눔을 바란다""라고 모금을 독려했다. 서강대가 6일...",http://www.veritas-a.com/news/articleView.html?idxno=447754
175,1일 전,"해외건설협회, '사우디 건설 진출' 특별 강좌 개최",뉴시스,"이번 강좌에서는 중동 정세와 사우디 왕정 동향(박현도 서강대 교수), NEOM CITY 등 빅 프로젝트 추진동향(김재현 한미글로벌 이사), 사우디 문화와 비즈니스 관행(김종용 주 사우디 전 대사), 진출사례 (신희윤 현대건설...",http://www.newsis.com/view/?id=NISX20230424_0002278518&cID=10401&pID=10400
176,2023.03.20.,포스텍·서강대 연구팀 '주행거리 10배 이상 배터리' 개발,노컷뉴스,"한편, 이 연구는 과학기술정보통신부, 나노 및 소재 기술개발사업, 미래기술연구실 사업의 지원으로 수행됐으며, 포스텍 화학과 박수진 교수·신소재공학과 김연수 교수 연구팀, 서강대 화공생명공학과 류재건 교수...",https://www.nocutnews.co.kr/news/5912310
177,2023.02.16.,서강대 2023 캠퍼스타운 창업팀 선발대회 실시,베리타스알파,"서울시, 마포구청, 서강대가 주최하고 서강대 창업지원단(서강비즈니스센터)이 주관하는 이번 대회는 우수 창업팀을 선발하여 다양한 창업지원 서비스를 제공함으로써 기업이 안정적으로 사업화 단계에 진입하는 것을...",http://www.veritas-a.com/news/articleView.html?idxno=447107
178,2023.02.15.,[2023정시충원율] 서강대 5차추합 97% 609명 '축소'.. 인공지능학과 '최고' 컴...,베리타스알파,서강대가 2023정시 5차 충원 결과 누적 97%의 충원율을 기록했다. 총 모집인원 628명 중 609명이... 서강대가 2023정시 5차 추합까지 충원율 97%를 기록했다. /사진=서강대 제공 &lt;2023 서강대 정시 3차 추합...,http://www.veritas-a.com/news/articleView.html?idxno=446903
179,2023.02.14.,[2023정시충원율] 서강대 4차추합 87.4% 549명 '축소'.. 인공지능학과 '최고'...,베리타스알파,서강대가 2023정시 4차 충원 결과 누적 87.4%의 충원율을 기록했다. 총 모집인원 628명 중 549명이... 서강대가 2023정시 4차 추합까지 충원율 87.4%를 기록했다. /사진=서강대 제공 &lt;2023 서강대 정시 4차 추합...,http://www.veritas-a.com/news/articleView.html?idxno=446745
180,2023.02.15.,[2023정시충원율] 서강대 5차추합 97% 609명 '축소'.. 인공지능학과 '최고' 컴...,베리타스알파,서강대가 2023정시 5차 충원 결과 누적 97%의 충원율을 기록했다. 총 모집인원 628명 중 609명이... 서강대가 2023정시 5차 추합까지 충원율 97%를 기록했다. /사진=서강대 제공 &lt;2023 서강대 정시 3차 추합...,http://www.veritas-a.com/news/articleView.html?idxno=446903
181,2023.02.14.,[2023정시충원율] 서강대 4차추합 87.4% 549명 '축소'.. 인공지능학과 '최고'...,베리타스알파,서강대가 2023정시 4차 충원 결과 누적 87.4%의 충원율을 기록했다. 총 모집인원 628명 중 549명이... 서강대가 2023정시 4차 추합까지 충원율 87.4%를 기록했다. /사진=서강대 제공 &lt;2023 서강대 정시 4차 추합...,http://www.veritas-a.com/news/articleView.html?idxno=446745
182,2023.02.13.,[2023정시충원율] 서강대 3차추합 81.1% 509명 '축소'.. 인공지능학과 '최고'...,베리타스알파,서강대가 2023정시 3차 충원 결과 누적 81.1%의 충원율을 기록했다. 총 모집인원 628명 중 509명이... 서강대가 2023정시 3차 추합까지 충원율 81.1%를 기록했다. /사진=서강대 제공 &lt;2023 서강대 정시 3차 추합...,http://www.veritas-a.com/news/articleView.html?idxno=446610
183,2023.03.02.,[2023 수시 합격생 릴레이 인터뷰_ 서강대 시스템반도체공학과 김강민] “연흔...,내일신문,이미지확대 김강민 | 서강대 시스템반도체공학과(경남 창원과학고) 사진 이의종 ? 사진 한 장에서 출발한... 좋아서 대학도 물리를 중점적으로 공부하는 학과로 진학하고 싶었어요. 에너지 관련 학과에도 흥미를 느꼈는데...,http://www.naeil.com/news_view/?id_art=452806
184,2023.02.11.,[2023정시충원율] 서강대 2차추합 69.7% 438명 '축소'.. 인공지능학과 '최고'...,베리타스알파,서강대가 2023정시 2차 충원 결과 누적 69.7%의 충원율을 기록했다. 총 모집인원 628명 중 438명이... 서강대가 2023정시 2차 추합까지 충원율 69.7%를 기록했다. /사진=서강대 제공 &lt;2022 서강대 정시 2차 추합...,http://www.veritas-a.com/news/articleView.html?idxno=446576
185,2023.03.15.,"현대건설·서강대, 메타버스 협력 MOU",세계일보,최재범(왼쪽) 현대건설 전무와 현대원 서강대 메타버스전문대학원장이 지난 7일 메타버스 플랫폼 구축과 서비스 개발을 위한 산학협력 협약식에서 기념 촬영을 하고 있다.,http://www.segye.com/content/html/2023/03/14/20230314521317.html?OutUrl=naver
186,2023.02.10.,[2023정시충원율] 서강대 1차추합 43.5% 273명 '축소'.. 인공지능학과 '최고'...,베리타스알파,서강대가 2023정시에서 43.5%의 1차 충원율을 기록했다. 모집인원 628명 중 273명이 추가합격했다.... 서강대의 2023정시 1차 충원율은 43.5%다. /사진=서강대 제공 &lt;2023 서강대 정시 1차 추합 현황&gt; 최고 1차...,http://www.veritas-a.com/news/articleView.html?idxno=446480
187,2023.02.16.,"서강대, 2023 캠퍼스타운 창업팀 선발대회 참가자 모집",뉴시스,"기자 = 서강대는 내달 1일까지 '2023년 캠퍼스타운 창업팀 선발대회' 참가자를 모집한다고 16일 밝혔다. 서울시, 마포구청, 서강대가 주최하고 서강대 창업지원단이 주관하는 이번 대회는 우수 창업팀을 선발해 다양한...",http://www.newsis.com/view/?id=NISX20230216_0002195317&cID=10201&pID=10200
